,Label
1220,2
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,8
1235,4
1236,0
1237,0
1238,0
1239,0
1240,9
1241,0
1242,0
1243,7
1244,8
1245,0
1246,0
1247,0
1248,9
1249,0
1250,0
1251,0
1252,0
1253,0
1254,4
1255,0
1256,0
1257,7
1258,0
1259,5
1260,0
1261,1
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,9
1269,8
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,7
1280,0
1281,0
1282,8
1283,7
1284,0
1285,7
1286,1
1287,0
1288,0
1289,0
1290,0
1291,9
1292,0
1293,0
1294,0
1295,0
1296,0
1297,8
1298,6
1299,8
1300,0
1301,0
1302,0
1303,8
1304,1
1305,4
1306,0
1307,0
1308,8
1309,0
1310,7
1311,0
1312,7
1313,0
1314,0
1315,0
1316,0
1317,0
1318,4
1319,0
1320,8
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,8
1330,0
1331,0
1332,0
1333,3
1334,1
1335,0
1336,0
1337,4
1338,5
1339,8
1340,0
1341,0
1342,0
1343,1
1344,0
1345,0
1346,0
1347,0
1348,0
1349,1
1350,0
1351,0
1352,0
1353,0
1354,2
1355,0
1356,8
1357,0
1358,7
1359,0
1360,5
1361,0
1362,0
1363,0
1364,8
1365,0
1366,4
1367,0
1368,0
1369,2
1370,0
1371,0
1372,7
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,4
1383,0
1384,0
1385,0
1386,0
1387,0
1388,8
1389,8
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,9
1397,0
1398,0
1399,0
1400,4
1401,1
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,8
1409,0
1410,0
1411,9
1412,0
1413,5
1414,0
1415,0
1416,0
1417,7
1418,0
1419,0
1420,0
1421,7
1422,2
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,8
1430,0
1431,4
1432,7
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,9
1441,0
1442,3
1443,2
1444,0
1445,0
1446,8
1447,0
1448,4
1449,0
1450,0
1451,0
1452,8
1453,7
1454,0
1455,9
1456,0
1457,8
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,1
1471,0
1472,0
1473,0
1474,0
1475,0
1476,3
1477,0
1478,9
1479,0
1480,0
1481,8
1482,0
1483,8
1484,4
1485,4
1486,0
1487,7
1488,8
1489,7
1490,1
1491,7
1492,0
1493,8
1494,7
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,2
1516,0
1517,0
1518,7
1519,8
1520,0
1521,5
1522,7
1523,0
1524,0
1525,0
1526,0
1527,8
1528,0
1529,8
1530,0
1531,4
1532,0
1533,8
1534,4
1535,0
1536,7
1537,0
1538,0
1539,0
1540,0
1541,0
1542,1
1543,0
1544,5
1545,0
1546,8
1547,0
1548,7
1549,0
1550,4
1551,8
1552,0
1553,0
1554,0
1555,2
1556,7
1557,4
1558,8
1559,0
1560,0
1561,0
1562,0
1563,0
1564,7
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,8
1574,0
1575,0
1576,8
1577,0
1578,0
1579,7
1580,2
1581,7
1582,0
1583,0
1584,1
1585,4
1586,0
1587,8
1588,4
1589,0
1590,7
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,8
1602,0
1603,7
1604,0
1605,2
1606,0
1607,0
1608,2
1609,0
1610,0
1611,5
1612,0
1613,0
1614,0
1615,1
1616,9
1617,0
1618,0
1619,0
1620,1
1621,8
1622,0
1623,0
1624,9
1625,0
1626,4
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,7
1644,0
1645,0
1646,4
1647,0
1648,1
1649,0
1650,0
1651,0
1652,7
1653,0
1654,0
1655,0
1656,0
1657,8
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,1
1665,0
1666,0
1667,0
1668,0
1669,0
1670,8
1671,0
1672,0
1673,4
1674,0
1675,0
1676,0
1677,0
1678,0
1679,1
1680,0
1681,0
1682,0
1683,4
1684,0
1685,8
1686,4
1687,0
1688,0
1689,3
1690,0
1691,0
1692,0
1693,0
1694,0
1695,1
1696,7
1697,4
1698,0
1699,9
1700,0
1701,2
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,7
1712,0
1713,0
1714,0
1715,0
1716,0
1717,7
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,4
1726,0
1727,1
1728,0
1729,5
1730,9
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,3
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,7
1752,0
1753,0
1754,8
1755,0
1756,7
1757,0
1758,3
1759,8
1760,0
1761,8
1762,7
1763,7
1764,0
1765,0
1766,8
1767,4
1768,0
1769,0
1770,0
1771,0
1772,2
1773,0
1774,0
1775,0
1776,0
1777,8
1778,2
1779,7
1780,4
1781,0
1782,0
1783,7
1784,0
1785,0
1786,0
1787,2
1788,0
1789,2
1790,2
1791,9
1792,0
1793,9
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,4
1808,0
1809,0
1810,7
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,8
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,3
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,9
1839,0
1840,0
1841,0
1842,0
1843,4
1844,3
1845,0
1846,0
1847,7
1848,0
1849,0
1850,0
1851,8
1852,8
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,7
1861,3
1862,0
1863,0
1864,0
1865,1
1866,0
1867,0
1868,0
1869,0
1870,0
1871,7
1872,0
1873,2
1874,4
1875,9
1876,0
1877,2
1878,0
1879,8
1880,7
1881,0
1882,0
1883,0
1884,3
1885,0
1886,0
1887,0
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,8
1897,0
1898,0
1899,0
1900,4
1901,0
1902,0
1903,0
1904,0
1905,0
1906,0
1907,8
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,7
1917,9
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,2
1925,0
1926,2
1927,1
1928,0
1929,4
1930,4
1931,0
1932,8
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,7
1940,0
1941,9
1942,7
1943,0
1944,7
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,7
1952,4
1953,0
1954,0
1955,7
1956,0
1957,0
1958,0
1959,8
1960,7
1961,5
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,9
1972,0
1973,0
1974,0
1975,0
1976,7
1977,0
1978,8
1979,0
1980,0
1981,0
1982,0
1983,0
1984,4
1985,0
1986,2
1987,0
1988,0
1989,7
1990,0
1991,9
1992,0
1993,7
1994,8
1995,0
1996,8
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,7
2006,0
2007,0
2008,0
2009,0
2010,8
2011,0
2012,0
2013,1
2014,0
2015,0
2016,7
2017,0
2018,0
2019,0
2020,7
2021,0
2022,0
2023,0
2024,0
2025,2
2026,0
2027,0
2028,0
2029,0
2030,7
2031,0
2032,0
2033,2
2034,0
2035,8
2036,5
2037,0
2038,0
2039,2
2040,2
2041,7
2042,0
2043,0
2044,4
2045,0
2046,0
2047,0
2048,0
2049,8
2050,4
2051,0
2052,0
2053,0
2054,0
2055,8
2056,8
2057,9
2058,0
2059,0
2060,5
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,9
2072,4
2073,0
2074,4
2075,4
2076,0
2077,0
2078,0
2079,0
2080,0
2081,8
2082,1
2083,0
2084,8
2085,2
2086,0
2087,0
2088,8
2089,0
2090,0
2091,7
2092,0
2093,0
2094,5
2095,0
2096,0
2097,8
2098,0
2099,0
2100,0
2101,7
2102,7
2103,0
2104,2
2105,4
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,2
2115,0
2116,8
2117,0
2118,0
2119,0
2120,1
2121,0
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,8
2131,2
2132,4
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,4
2140,0
2141,0
2142,1
2143,5
2144,0
2145,0
2146,0
2147,0
2148,1
2149,0
2150,4
2151,0
2152,0
2153,1
2154,0
2155,0
2156,0
2157,5
2158,0
2159,0
2160,8
2161,0
2162,1
2163,0
2164,7
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,7
2176,0
2177,0
2178,0
2179,0
2180,4
2181,4
2182,0
2183,0
2184,9
2185,0
2186,0
2187,0
2188,8
2189,7
2190,0
2191,7
2192,0
2193,0
2194,7
2195,4
2196,8
2197,0
2198,7
2199,0
2200,0
2201,1
2202,0
2203,0
2204,0
2205,4
2206,0
2207,2
2208,4
2209,0
2210,0
2211,0
2212,4
2213,0
2214,1
2215,2
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,4
2232,2
2233,0
2234,0
2235,0
2236,7
2237,0
2238,4
2239,8
2240,0
2241,8
2242,7
2243,0
2244,8
2245,7
2246,4
2247,0
2248,0
2249,3
2250,3
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,8
2267,0
2268,0
2269,2
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,7
2277,0
2278,0
2279,0
2280,7
2281,7
2282,0
2283,0
2284,0
2285,4
2286,0
2287,0
2288,0
2289,0
2290,0
2291,5
2292,4
2293,0
2294,1
2295,0
2296,0
2297,6
2298,0
2299,0
2300,7
2301,2
2302,0
2303,0
2304,0
2305,7
2306,0
2307,0
2308,0
2309,1
2310,0
2311,4
2312,0
2313,0
2314,0
2315,0
2316,1
2317,2
2318,0
2319,0
2320,2
2321,0
2322,4
2323,0
2324,0
2325,0
2326,0
2327,4
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,7
2344,0
2345,0
2346,9
2347,9
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,4
2356,0
2357,7
2358,8
2359,0
2360,0
2361,0
2362,0
2363,0
2364,7
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,2
2373,4
2374,0
2375,0
2376,1
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,4
2387,0
2388,7
2389,8
2390,0
2391,7
2392,0
2393,0
2394,7
2395,7
2396,0
2397,0
2398,0
2399,3
2400,0
2401,0
2402,0
2403,0
2404,1
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,7
2417,0
2418,0
2419,3
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,2
2431,0
2432,0
2433,0
2434,0
2435,3
2436,3
2437,0
2438,0
2439,0
2440,1
2441,0
2442,0
2443,0
2444,0
2445,8
2446,0
2447,3
2448,7
2449,4
2450,1
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,0
2458,1
2459,0
2460,0
2461,7
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,4
2479,0
2480,2
2481,1
2482,0
2483,7
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,2
2500,0
2501,0
2502,7
2503,0
2504,4
2505,1
2506,4
2507,0
2508,0
2509,0
2510,0
2511,0
2512,0
2513,1
2514,0
2515,0
2516,0
2517,2
2518,0
2519,0
2520,0
2521,0
2522,2
2523,0
2524,0
2525,5
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,4
2533,1
2534,0
2535,0
2536,2
2537,4
2538,0
2539,8
2540,1
2541,0
2542,0
2543,0
2544,1
2545,1
2546,0
2547,0
2548,0
2549,0
2550,7
2551,0
2552,0
2553,0
2554,8
2555,8
2556,0
2557,7
2558,0
2559,0
2560,0
2561,0
2562,0
2563,7
2564,0
2565,3
2566,0
2567,0
2568,9
2569,9
2570,4
2571,0
2572,0
2573,0
2574,4
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,8
2584,0
2585,7
2586,0
2587,0
2588,0
2589,0
2590,3
2591,0
2592,0
2593,0
2594,7
2595,0
2596,8
2597,0
2598,2
2599,0
2600,0
2601,0
2602,0
2603,8
2604,3
2605,9
2606,9
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,4
2614,0
2615,0
2616,0
2617,0
2618,0
2619,3
2620,0
2621,0
2622,0
2623,0
2624,0
2625,4
2626,0
2627,9
2628,0
2629,0
2630,4
2631,0
2632,0
2633,0
2634,9
2635,4
2636,9
2637,7
2638,0
2639,0
2640,5
2641,0
2642,0
2643,0
2644,0
2645,7
2646,2
2647,0
2648,4
2649,7
2650,4
2651,0
2652,0
2653,0
2654,9
2655,0
2656,0
2657,0
2658,0
2659,0
2660,9
2661,0
2662,0
2663,0
2664,0
2665,0
2666,7
2667,0
2668,0
2669,0
2670,0
2671,8
2672,0
2673,0
2674,0
2675,8
2676,0
2677,0
2678,0
2679,2
2680,0
2681,0
2682,0
2683,8
2684,4
2685,7
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,7
2700,7
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,7
2711,7
2712,1
2713,0
2714,5
2715,0
2716,0
2717,8
2718,0
2719,0
2720,7
2721,1
2722,0
2723,3
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,8
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,8
2739,0
2740,3
2741,7
2742,0
2743,8
2744,7
2745,4
2746,7
2747,0
2748,4
2749,0
2750,0
2751,4
2752,0
2753,0
2754,0
2755,0
2756,3
2757,0
2758,0
2759,2
2760,8
2761,0
2762,0
2763,0
2764,1
2765,8
2766,0
2767,8
2768,0
2769,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,7
2777,8
2778,0
2779,0
2780,0
2781,8
2782,0
2783,0
2784,8
2785,8
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,4
2803,0
2804,0
2805,0
2806,2
2807,0
2808,0
2809,0
2810,4
2811,0
2812,0
2813,0
2814,0
2815,7
2816,0
2817,0
2818,5
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,4
2827,0
2828,0
2829,0
2830,2
2831,0
2832,3
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,8
2841,0
2842,0
2843,1
2844,0
2845,0
2846,0
2847,0
2848,1
2849,9
2850,4
2851,7
2852,0
2853,7
2854,0
2855,0
2856,0
2857,4
2858,0
2859,0
2860,3
2861,0
2862,0
2863,0
2864,1
2865,0
2866,8
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,4
2874,0
2875,0
2876,0
2877,4
2878,0
2879,0
2880,1
2881,4
2882,9
2883,2
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,4
2893,0
2894,0
2895,7
2896,0
2897,9
2898,3
2899,0
2900,3
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,7
2909,7
2910,8
2911,1
2912,0
2913,0
2914,0
2915,7
2916,7
2917,1
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,9
2925,0
2926,0
2927,7
2928,0
2929,0
2930,8
2931,1
2932,7
2933,0
2934,0
2935,7
2936,8
2937,0
2938,0
2939,5
2940,0
2941,0
2942,0
2943,7
2944,7
2945,7
2946,0
2947,7
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,7
2958,0
2959,0
2960,0
2961,0
2962,2
2963,7
2964,0
2965,0
2966,0
2967,0
2968,5
2969,0
2970,8
2971,0
2972,2
2973,0
2974,7
2975,0
2976,5
2977,1
2978,1
2979,1
2980,4
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,7
2990,0
2991,3
2992,0
2993,0
2994,0
2995,1
2996,0
2997,0
2998,0
